,Person ID,Region,Residence Type,Family Composition,Population Base,Sex,Age,Marital Status,Student,Country of Birth,Health,Ethnic Group,Religion,Economic Activity,Occupation,Industry,Hours worked per week,Approximated Social Grade
397444,7801968,E12000005,H,2,1,1,1,1,1,1,3,3,6,-9,-9,-9,-9,-9
7628,7402140,E12000002,H,1,1,1,7,3,2,1,4,1,2,5,8,2,-9,4
229172,7629372,E12000002,H,5,1,2,8,5,2,1,5,1,2,5,5,5,-9,4
91154,7486052,E12000001,H,2,1,1,6,2,2,1,1,1,2,1,1,9,4,2
178839,7575645,E12000009,H,2,1,2,2,1,1,1,3,3,6,4,7,4,1,2
479039,7883142,E12000007,H,3,1,2,3,1,2,1,1,1,1,1,3,6,4,1
565218,7788355,E12000001,C,-9,1,2,2,1,1,2,1,1,5,6,-9,-9,-9,-9
385782,7790532,E12000001,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
242464,7645368,E12000006,H,1,1,2,4,1,2,1,1,1,2,1,6,11,3,3
387984,7782673,E12000003,H,1,1,2,6,3,2,1,1,1,2,5,4,2,-9,2
141172,7537131,E12000004,H,5,1,2,3,1,2,1,1,1,2,1,6,11,3,3
54332,7452304,E12000009,H,-9,2,2,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
167802,7562521,E12000006,H,1,1,2,8,5,2,1,3,1,2,5,-9,-9,-9,4
540196,7937969,W92000004,H,5,1,2,4,4,2,1,2,1,1,1,4,10,3,2
233340,7633225,E12000004,H,1,1,2,8,4,2,1,3,1,2,5,8,2,-9,4
366020,7768501,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,3,8,3,2
364690,7768558,E12000002,H,2,1,1,4,2,2,1,2,1,2,1,5,2,3,3
62484,7455931,E12000006,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
40678,7436685,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
70619,7462319,E12000008,H,2,1,2,6,2,2,1,2,1,2,1,7,11,2,2
457262,7863879,E12000007,H,2,1,2,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
114252,7510364,E12000009,H,3,1,2,6,4,2,1,2,1,2,1,9,8,1,4
102161,7498699,E12000002,H,2,1,2,2,1,2,1,2,1,2,1,6,11,3,4
271157,7672146,E12000004,H,1,1,1,6,4,2,1,5,1,1,8,9,4,-9,4
120354,7519085,E12000008,H,1,1,2,8,5,2,1,2,1,2,5,4,2,-9,2
486284,7892585,E12000007,H,2,1,1,6,2,2,1,3,1,9,1,2,8,3,1
240006,7637905,E12000004,H,2,1,1,2,1,2,1,3,1,1,3,-9,-9,-9,4
69968,7464557,E12000008,H,2,1,1,4,2,1,2,1,3,2,4,6,11,3,2
565095,7866069,E12000007,C,-9,1,2,2,1,1,2,1,3,9,6,-9,-9,-9,-9
565561,7484134,E12000008,C,-9,1,1,5,4,2,1,3,1,9,9,5,3,-9,-9
34908,7430104,E12000005,H,2,1,1,7,2,2,1,2,1,1,5,7,9,-9,2
522208,7925069,E12000007,H,1,1,1,3,1,2,1,1,4,2,1,1,5,3,2
222121,7621441,E12000002,H,2,1,1,2,1,1,1,1,1,2,6,6,12,-9,2
243488,7644505,E12000006,H,2,1,2,5,2,2,1,2,1,2,1,2,11,3,2
310250,7713405,E12000008,H,2,1,1,3,1,2,1,1,2,2,1,5,12,3,3
67117,7465386,E12000008,H,2,1,2,4,2,2,1,1,1,2,1,6,12,2,3
563453,7483198,E12000008,C,-9,1,2,8,5,2,1,5,1,2,5,-9,-9,-9,-9
154754,7553013,E12000009,H,2,1,1,2,1,2,1,1,1,2,1,3,9,3,2
432782,7836157,E12000003,H,2,1,1,7,2,2,1,2,1,2,1,2,8,2,1
64152,7460842,E12000006,H,5,1,2,3,1,2,1,2,1,2,3,6,11,-9,4
264144,7665890,E12000003,H,2,1,2,6,2,2,1,2,1,2,1,6,11,3,3
453221,7859436,E12000007,H,2,1,2,1,1,1,1,1,4,2,-9,-9,-9,-9,-9
510893,7910205,E12000007,H,5,1,2,1,1,2,1,1,2,2,-9,-9,-9,-9,-9
61572,7456987,E12000006,H,3,1,2,4,1,2,1,2,1,2,3,2,10,-9,2
155218,7552061,E12000009,H,3,1,2,2,1,2,1,2,1,1,1,3,9,4,2
237958,7637939,E12000004,H,2,1,1,1,1,1,1,3,1,1,-9,-9,-9,-9,-9
34561,7428666,E12000005,H,2,1,1,6,2,2,1,2,1,2,5,1,2,-9,4
518142,7923814,E12000007,H,5,1,2,3,1,2,1,2,3,6,1,3,8,3,2
454310,7859734,E12000007,H,5,1,2,2,1,2,1,1,4,2,1,1,4,4,1
274815,7678481,E12000008,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
410968,7815393,E12000005,H,2,1,1,5,2,2,1,1,1,2,1,1,2,3,2
420137,7822559,E12000005,H,2,1,1,8,2,2,1,4,1,2,8,5,2,-9,3
42563,7439342,E12000009,H,5,1,2,2,1,1,1,1,2,1,6,-9,-9,-9,2
251396,7653578,E12000004,H,2,1,1,2,1,1,1,1,1,1,4,7,4,2,2
72280,7469569,E12000008,H,2,1,1,1,1,1,1,2,3,2,-9,-9,-9,-9,-9
192266,7590990,E12000008,H,3,1,2,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
33799,7431347,E12000005,H,2,1,2,6,2,2,1,2,1,2,7,4,2,-9,3
115581,7510150,E12000009,H,2,1,2,6,2,2,1,2,1,2,1,7,4,2,4
171317,7570738,E12000006,H,5,1,2,2,1,2,1,1,1,2,1,9,5,1,4
403821,7809325,E12000005,H,2,1,1,1,1,1,1,2,3,6,-9,-9,-9,-9,-9
537452,7937894,W92000004,H,5,1,2,4,1,2,1,2,1,2,1,7,2,3,4
68451,7466709,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
341015,7740942,E12000002,H,3,1,1,5,2,2,2,5,1,6,5,-9,-9,-9,2
129091,7525313,E12000006,H,2,1,2,6,2,2,1,2,1,1,1,4,9,3,2
151811,7545631,E12000009,H,3,1,2,4,4,2,1,2,1,2,1,3,5,2,2
400091,7800881,E12000005,H,1,1,1,4,1,2,1,2,1,1,9,4,10,-9,2
515043,7916709,E12000007,H,3,1,2,5,1,2,1,1,1,2,1,3,9,4,2
365416,7768203,E12000002,H,5,1,2,5,1,2,1,3,1,2,8,9,12,-9,4
266592,7668004,E12000004,H,5,1,2,5,4,2,1,3,1,2,1,9,8,1,4
106980,7507193,E12000009,H,2,1,2,5,2,2,1,2,1,2,1,2,9,3,1
351335,7753041,E12000002,H,2,1,1,1,1,2,1,2,3,2,-9,-9,-9,-9,-9
409347,7801644,E12000005,H,2,1,1,6,2,2,1,3,1,1,5,1,8,-9,2
122546,7521619,E12000008,H,2,1,1,1,1,1,1,1,1,9,-9,-9,-9,-9,-9
181703,7580160,E12000008,H,3,1,2,2,1,2,1,1,1,2,1,7,4,2,4
363617,7766966,E12000002,H,5,1,1,2,1,2,1,1,1,1,1,3,7,3,2
4775,7398992,E12000001,H,3,1,2,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
302872,7696254,E12000006,H,2,1,1,8,2,2,1,1,1,2,5,2,8,-9,1
229818,7631354,E12000004,H,2,1,1,4,2,2,1,2,1,1,1,5,4,3,3
350437,7750833,E12000002,H,2,1,1,7,2,2,2,1,2,2,5,2,10,-9,1
320644,7719431,E12000005,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
66875,7459073,E12000006,H,3,1,2,5,4,2,1,2,1,1,1,6,8,3,3
350945,7757208,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,6,10,4,3
91393,7486179,E12000001,H,2,1,2,3,2,2,1,1,1,2,1,2,10,3,1
486474,7892991,E12000007,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
324478,7724986,E12000008,H,3,1,2,4,4,2,1,1,1,2,1,7,4,2,4
73024,7468326,E12000008,H,1,1,2,3,1,1,1,2,1,8,4,2,2,3,2
53521,7447023,E12000009,H,1,1,1,6,1,2,1,1,1,1,1,8,2,3,4
66783,7461355,E12000006,H,2,1,1,6,2,2,1,2,1,2,5,8,5,-9,4
153420,7553773,E12000008,H,2,1,1,4,2,2,1,1,1,1,2,1,4,4,1
359020,7756286,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
232474,7631208,E12000004,H,3,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
125709,7520798,E12000008,H,2,1,2,6,2,2,1,3,1,2,1,4,3,2,2
99353,7497610,E12000002,H,2,1,1,8,2,2,1,2,1,9,5,3,9,-9,2
445939,7850705,E12000007,H,-9,3,1,3,1,2,2,2,1,2,2,5,3,4,-9
313718,7717441,E12000005,H,1,1,2,6,5,2,1,3,1,9,1,4,10,3,2
325647,7728176,E12000005,H,3,1,1,4,1,2,1,1,1,1,1,3,12,3,2
80053,7480292,E12000008,H,1,1,1,3,1,2,1,1,1,1,1,3,2,3,1
476429,7877718,E12000007,H,5,1,2,1,1,2,1,1,2,2,-9,-9,-9,-9,-9
492100,7895174,E12000007,H,2,1,2,3,2,2,2,1,3,4,9,-9,-9,-9,2
216994,7616519,E12000008,H,2,1,2,7,2,2,1,3,1,2,1,4,4,2,2
170913,7568914,E12000006,H,5,1,2,7,5,2,1,3,1,2,5,7,4,-9,4
472390,7874200,E12000007,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
453219,7856909,E12000007,H,2,1,2,6,2,2,1,1,1,2,1,6,10,2,3
421856,7823287,E12000005,H,2,1,2,2,1,1,1,2,3,6,6,7,4,-9,2
109850,7503384,E12000009,H,2,1,2,7,2,2,1,3,1,2,5,8,2,-9,4
253877,7653183,E12000004,H,2,1,1,2,1,2,1,1,1,9,1,5,4,3,3
84007,7480426,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
464978,7873326,E12000007,H,5,1,1,1,1,1,1,1,3,6,-9,-9,-9,-9,-9
401303,7810118,E12000005,H,6,1,2,4,1,2,1,4,4,1,8,7,4,-9,4
238218,7638300,E12000004,H,1,1,1,5,1,2,1,3,1,9,1,9,4,3,4
552402,7946136,W92000004,H,-9,3,2,2,1,1,2,1,3,1,6,-9,-9,-9,-9
151712,7547259,E12000009,H,5,1,2,5,5,2,1,5,1,1,8,2,10,-9,1
378970,7774236,E12000002,H,2,1,2,8,2,2,1,3,1,2,5,7,4,-9,3
489645,7891700,E12000007,H,3,1,2,3,1,2,1,1,1,1,1,3,6,3,1
381873,7787870,E12000003,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
346488,7745885,E12000002,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
308317,7706432,E12000008,H,1,1,2,8,5,2,1,3,1,2,5,5,9,-9,3
422592,7824165,E12000005,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
395878,7795427,E12000001,H,5,1,2,2,1,2,1,1,1,2,1,4,8,3,2
255836,7654569,E12000004,H,2,1,2,6,2,2,1,3,1,2,1,4,9,2,2
269001,7668080,E12000004,H,4,1,2,3,1,2,2,4,4,2,3,9,12,-9,2
371520,7773365,E12000002,H,2,1,2,5,2,2,1,1,1,1,1,4,12,2,2
203186,7605337,E12000008,H,2,1,2,6,2,2,1,1,1,9,5,1,5,-9,1
357167,7758185,E12000002,H,2,1,1,2,1,2,1,2,1,2,2,4,7,3,2
123731,7522349,E12000006,H,2,1,2,8,2,2,1,3,1,2,5,4,11,-9,2
108209,7503099,E12000009,H,2,1,1,7,2,2,1,3,1,8,1,2,10,2,1
379932,7780522,E12000003,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
370979,7773211,E12000002,H,5,1,1,5,1,2,1,2,1,9,2,2,6,3,1
458533,7863123,E12000007,H,2,1,1,8,2,2,1,4,1,2,5,9,8,-9,4
99851,7498191,E12000002,H,2,1,1,2,1,2,1,1,1,2,1,6,12,2,3
178169,7578212,E12000009,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
224986,7625492,E12000002,H,1,1,2,7,3,2,1,1,1,9,2,3,8,4,2
395405,7795283,E12000001,H,2,1,1,1,1,1,1,1,5,7,-9,-9,-9,-9,-9
75250,7470853,E12000008,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
222795,7620456,E12000002,H,2,1,1,2,1,1,1,1,1,1,6,-9,-9,-9,2
426311,7824604,E12000005,H,2,1,1,6,2,2,1,2,1,9,2,1,2,4,2
452915,7855460,E12000007,H,3,1,1,2,1,2,1,2,1,9,1,3,8,3,2
232742,7632795,E12000004,H,2,1,1,6,2,2,1,1,1,1,2,5,3,3,3
567665,7525830,E12000006,C,-9,1,2,8,5,2,1,4,1,2,5,9,5,-9,-9
539045,7938555,W92000004,H,2,1,1,6,2,2,1,1,1,2,2,3,12,3,2
118393,7517116,E12000008,H,5,1,2,6,4,2,1,5,1,9,5,4,4,-9,2
196958,7593835,E12000006,H,1,1,2,6,4,2,2,4,4,2,8,4,2,-9,2
342554,7744645,E12000002,H,1,1,2,8,5,2,2,2,1,2,5,9,8,-9,4
3164,7397783,E12000001,H,2,1,1,4,2,2,1,2,1,2,2,5,3,3,3
297650,7700159,E12000006,H,4,1,1,5,4,2,1,2,1,1,1,2,6,3,1
465118,7870473,E12000007,H,2,1,2,6,2,2,2,3,3,4,1,7,4,3,4
452073,7853914,E12000007,H,2,1,2,8,2,2,1,1,1,2,5,4,8,-9,1
222939,7621965,E12000002,H,2,1,2,6,2,2,1,2,1,9,9,2,10,-9,1
51849,7448937,E12000009,H,2,1,1,8,2,2,1,2,1,2,5,8,2,-9,4
557861,7946936,W92000004,H,2,1,2,5,2,2,1,2,1,2,1,4,7,3,2
48859,7442981,E12000009,H,4,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
505411,7912532,E12000007,H,1,1,1,3,1,2,1,1,1,2,1,1,8,4,1
235535,7634164,E12000004,H,3,1,2,2,1,2,1,1,1,2,1,2,10,3,1
467449,7868469,E12000007,H,1,1,1,3,1,2,2,3,4,2,1,6,10,3,3
420392,7826575,E12000005,H,2,1,2,3,1,2,1,2,1,2,1,1,4,3,2
200688,7599757,E12000006,H,3,1,1,5,4,2,1,3,1,1,1,8,4,4,4
316012,7716155,E12000005,H,1,1,2,8,5,2,1,2,1,2,5,4,2,-9,2
322693,7725578,E12000008,H,5,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
524080,7929019,E12000007,H,-9,2,1,2,1,1,-9,-9,-9,-9,-9,-9,-9,-9,-9
481339,7883183,E12000007,H,5,1,2,1,1,1,1,1,5,6,-9,-9,-9,-9,-9
150775,7546167,E12000009,H,3,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
234225,7634402,E12000004,H,2,1,2,7,2,2,1,2,1,2,5,8,2,-9,3
472875,7872903,E12000007,H,3,1,2,2,1,2,2,1,1,2,9,1,4,-9,4
179948,7577612,E12000009,H,4,1,1,4,1,1,1,2,1,9,6,5,3,-9,2
57431,7451506,E12000009,H,2,1,2,5,2,2,1,2,1,2,1,1,4,3,2
313355,7715219,E12000005,H,1,1,2,7,5,2,1,3,1,2,5,4,2,-9,2
460190,7863033,E12000007,H,1,1,1,5,4,2,1,2,1,1,1,1,7,3,1
30654,7425362,E12000004,H,5,1,1,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
30779,7424668,E12000004,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
93518,7491494,E12000001,H,2,1,1,6,2,2,1,2,1,2,1,8,3,4,3
549521,7952482,W92000004,H,1,1,2,6,4,2,1,3,1,2,5,-9,-9,-9,4
148363,7545740,E12000009,H,3,1,1,4,1,2,1,1,1,1,1,3,8,3,1
503731,7910820,E12000007,H,1,1,1,7,4,2,2,2,4,2,5,9,4,-9,4
193021,7591631,E12000008,H,2,1,1,3,1,2,1,2,1,1,1,9,4,1,4
105533,7503954,E12000009,H,2,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
204646,7604247,E12000008,H,2,1,2,1,1,2,1,2,2,1,-9,-9,-9,-9,-9
198480,7593038,E12000006,H,2,1,1,6,2,2,1,2,1,2,2,8,6,3,4
96763,7493597,E12000002,H,2,1,2,3,2,2,1,1,1,2,1,3,2,3,2
560559,7963533,W92000004,H,2,1,2,6,2,2,1,1,1,2,5,-9,-9,-9,4
565659,7424471,E12000004,C,-9,1,1,2,1,1,1,2,3,6,6,-9,-9,-9,-9
230786,7629897,E12000002,H,2,1,1,6,2,2,2,1,1,2,1,9,6,3,4
369116,7774246,E12000002,H,2,1,1,5,2,2,1,2,1,2,1,5,3,3,3
215709,7616817,E12000008,H,1,1,2,8,5,2,1,3,1,2,5,2,11,-9,1
432368,7835901,E12000003,H,2,1,2,2,1,2,1,1,4,2,1,6,7,3,4
282098,7678960,E12000008,H,1,1,1,5,4,2,1,4,1,1,1,9,4,2,4
320212,7720734,E12000008,H,2,1,2,8,2,2,1,2,1,2,5,4,6,-9,1
263566,7664665,E12000003,H,1,1,2,7,5,2,1,1,1,2,5,6,11,-9,4
404870,7806018,E12000005,H,2,1,2,7,2,2,1,3,1,2,5,4,2,-9,4
440215,7847800,E12000003,H,2,1,1,6,2,2,1,3,1,2,1,1,3,3,1
178148,7578000,E12000009,H,5,1,1,2,1,2,1,1,1,2,1,5,12,3,3
268310,7670306,E12000004,H,2,1,1,2,1,2,1,1,1,2,3,-9,-9,-9,3
176933,7572528,E12000009,H,1,1,1,8,5,2,1,3,1,2,5,1,4,-9,2
295918,7698428,E12000006,H,2,1,1,8,2,2,1,3,1,2,5,2,9,-9,2
463847,7868326,E12000007,H,2,1,2,4,2,1,2,2,5,1,6,6,10,-9,2
345306,7746891,E12000002,H,5,1,2,4,3,2,1,1,1,2,1,7,9,2,2
80829,7479797,E12000008,H,5,1,2,4,4,2,1,2,1,2,1,9,5,2,4
196231,7595502,E12000006,H,2,1,2,2,1,2,1,1,1,2,1,7,4,3,4
253875,7653568,E12000004,H,1,1,2,5,4,2,1,3,1,2,1,6,11,4,4
418489,7826223,E12000005,H,1,1,1,3,1,2,1,2,4,1,1,9,8,3,4
372900,7778503,E12000003,H,2,1,1,6,2,2,1,2,1,2,2,2,6,2,1
207312,7609783,E12000008,H,3,1,1,1,1,2,1,1,1,9,-9,-9,-9,-9,-9
77351,7475449,E12000008,H,2,1,2,5,2,2,2,1,3,3,1,4,6,3,2
303295,7703540,E12000008,H,2,1,2,5,2,2,1,2,1,1,2,6,11,3,4
496116,7901580,E12000007,H,2,1,1,4,2,2,2,1,3,3,1,5,8,3,3
318285,7719967,E12000008,H,1,1,2,3,1,2,1,1,1,1,1,9,11,1,4
209928,7609135,E12000008,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
293346,7696013,E12000006,H,2,1,2,6,2,2,1,1,1,8,1,3,11,2,2
80663,7476130,E12000008,H,2,1,1,4,2,2,1,2,1,1,2,1,8,1,2
439644,7847324,E12000003,H,2,1,1,4,2,2,1,1,1,2,1,3,6,3,2
517914,7924442,E12000007,H,5,1,2,5,3,2,1,1,1,2,1,4,8,3,2
520962,7929311,E12000007,H,3,1,1,3,1,2,2,2,1,1,9,-9,-9,-9,4
43674,7438538,E12000009,H,3,1,1,3,1,2,1,1,1,2,1,3,9,3,2
426286,7824933,E12000005,H,2,1,2,1,1,2,1,1,3,6,-9,-9,-9,-9,-9
163864,7559673,E12000006,H,2,1,1,4,2,2,1,3,1,1,1,2,6,4,2
252155,7652458,E12000006,H,1,1,2,8,5,2,2,1,1,2,5,9,8,-9,4
106169,7507640,E12000009,H,2,1,1,7,2,2,1,2,1,2,2,1,5,2,2
556770,7947338,W92000004,H,2,1,1,5,2,2,1,2,1,2,1,8,3,3,4
450237,7855856,E12000007,H,3,1,2,3,1,2,1,1,1,2,1,4,8,3,2
181984,7580760,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
130551,7530878,E12000002,H,2,1,1,5,2,2,1,1,1,2,1,5,3,3,3
310441,7712046,E12000008,H,3,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
400759,7809006,E12000005,H,2,1,1,4,2,2,2,2,3,6,1,8,11,4,4
474179,7880301,E12000007,H,3,1,1,3,1,2,1,1,1,1,1,1,8,4,2
113081,7508460,E12000009,H,3,1,2,3,1,2,1,3,1,1,1,9,5,2,4
428511,7832841,E12000003,H,3,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
396908,7796311,E12000001,H,2,1,1,6,2,2,1,1,1,2,8,8,6,-9,4
4892,7399404,E12000001,H,6,1,1,5,1,2,1,5,1,2,8,-9,-9,-9,4
217148,7618174,E12000008,H,2,1,1,1,1,2,1,1,1,2,-9,-9,-9,-9,-9
157734,7555705,E12000008,H,2,1,1,4,2,2,1,2,1,2,1,3,9,3,2
299718,7700682,E12000006,H,2,1,2,8,2,2,1,2,1,2,5,4,8,-9,2
142741,7537332,E12000004,H,4,1,1,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
525294,7931658,E12000007,H,2,1,2,1,1,1,2,1,1,2,-9,-9,-9,-9,-9
248380,7645801,E12000006,H,2,1,1,6,2,2,1,1,1,2,5,1,9,-9,2
256165,7657512,E12000004,H,2,1,2,5,2,2,1,2,1,2,1,4,3,1,2
317128,7718575,E12000005,H,1,1,1,2,1,1,1,3,1,9,6,3,8,-9,2
75754,7472401,E12000008,H,2,1,1,5,2,2,1,1,1,2,1,1,6,3,1
415368,7819971,E12000005,H,1,1,1,5,1,2,1,1,1,2,1,8,2,3,4
174502,7572098,E12000006,H,2,1,1,6,2,2,1,2,1,9,5,3,2,-9,1
430384,7831851,E12000003,H,2,1,2,7,2,2,1,1,1,2,5,9,2,-9,1
451902,7853614,E12000007,H,3,1,1,3,1,2,1,1,1,1,1,6,10,3,3
239756,7638357,E12000004,H,1,1,2,8,5,2,1,2,1,9,5,9,5,-9,4
392592,7792181,E12000001,H,1,1,1,5,1,2,2,3,1,2,9,6,11,-9,4
192544,7591726,E12000008,H,1,1,1,2,1,2,1,2,1,2,1,5,3,3,3
41690,7438252,E12000009,H,4,1,1,2,1,2,1,1,1,2,1,5,11,3,3
567948,7929403,E12000007,C,-9,1,2,2,1,1,1,3,1,1,4,6,12,-9,-9
118397,7518423,E12000008,H,1,1,2,5,1,2,1,1,1,9,1,2,8,3,1
459381,7862540,E12000007,H,2,1,1,8,2,2,1,2,1,2,5,1,8,-9,1
342139,7741902,E12000002,H,5,1,1,2,1,1,1,1,1,2,6,-9,-9,-9,2
454916,7851195,E12000007,H,3,1,2,5,3,2,1,2,1,2,1,7,12,3,4
110683,7503885,E12000009,H,2,1,2,7,2,2,1,2,1,2,5,2,11,-9,1
446510,7845296,E12000003,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
327790,7726903,E12000008,H,1,1,2,4,4,2,1,1,1,2,8,-9,-9,-9,4
60882,7459541,E12000006,H,5,1,2,5,4,2,1,2,1,2,1,4,9,3,2
197553,7594532,E12000006,H,1,1,1,7,5,2,1,2,1,2,5,1,2,-9,1
542956,7948663,W92000004,H,2,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9,-9
324844,7722675,E12000008,H,2,1,1,7,2,2,1,1,1,1,2,5,3,4,3
463477,7868960,E12000007,H,1,1,1,3,1,2,1,1,4,2,1,8,6,3,3
431175,7838654,E12000003,H,3,1,1,2,1,2,1,3,1,2,1,5,2,3,3
469506,7874884,E12000007,H,1,1,2,4,1,2,2,2,1,9,1,2,10,3,1
374355,7775022,E12000003,H,1,1,2,3,1,2,1,2,1,1,1,3,11,3,2
372413,7779841,E12000003,H,2,1,1,5,2,2,1,1,1,2,1,8,4,4,4
499378,7905469,E12000007,H,5,1,2,4,1,2,1,1,1,1,2,6,11,2,4
107018,7504086,E12000009,H,2,1,1,5,2,2,1,2,1,2,1,5,2,3,3
155693,7550407,E12000009,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
253074,7649859,E12000006,H,1,1,2,3,3,2,1,2,1,2,1,3,9,3,2
391187,7795968,E12000001,H,2,1,2,6,2,2,1,2,1,1,5,7,6,-9,3
95830,7490602,E12000001,H,2,1,2,6,2,2,1,3,1,8,1,9,11,2,4
568464,7480366,E12000008,C,-9,1,2,2,1,1,2,2,3,6,6,-9,-9,-9,-9
90539,7488711,E12000001,H,3,1,1,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
267379,7668644,E12000004,H,3,1,2,1,1,2,1,1,2,1,-9,-9,-9,-9,-9
206297,7603753,E12000008,H,2,1,2,5,2,2,1,1,1,2,1,6,10,1,3
541065,7951986,W92000004,H,2,1,2,4,2,2,1,1,1,1,1,1,11,3,1
249402,7650041,E12000006,H,1,1,2,6,4,2,1,2,1,1,1,3,8,2,2
444689,7849493,E12000003,H,3,1,2,3,1,2,1,1,1,1,1,6,12,3,3
18106,7416389,E12000003,H,5,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
543408,7956782,W92000004,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
483747,7888937,E12000007,H,5,1,1,2,1,2,1,2,1,9,1,4,7,3,2
330535,7732967,E12000005,H,1,1,2,8,5,2,1,2,1,2,5,7,4,-9,4
219289,7614023,E12000008,H,4,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
552151,7959796,W92000004,H,2,1,2,2,1,1,1,1,1,2,6,-9,-9,-9,2
252138,7652389,E12000006,H,2,1,1,5,2,2,2,2,1,6,1,5,5,2,4
404768,7803547,E12000005,H,3,1,2,1,1,1,1,2,1,1,-9,-9,-9,-9,-9
291612,7693843,E12000005,H,2,1,2,1,1,1,1,1,1,1,-9,-9,-9,-9,-9
7416,7401728,E12000002,H,2,1,1,2,1,2,1,1,1,2,3,7,4,-9,4
435481,7840108,E12000003,H,1,1,2,4,4,2,1,1,1,2,2,2,8,4,1
357557,7759370,E12000002,H,2,1,2,4,2,2,1,2,1,2,1,6,11,2,3
51715,7447071,E12000009,H,3,1,1,3,1,2,1,2,1,1,1,4,9,3,2
27062,7421923,E12000004,H,1,1,2,2,1,1,1,1,3,4,4,9,5,1,2
2928,7397786,E12000001,H,3,1,2,6,5,2,1,1,1,2,5,7,4,-9,4
228377,7628450,E12000002,H,2,1,2,1,1,1,1,1,1,2,-9,-9,-9,-9,-9
292497,7694593,E12000005,H,1,1,2,3,1,2,1,2,3,1,9,6,11,-9,4
466071,7871868,E12000007,H,2,1,2,4,2,2,2,2,1,2,1,4,6,1,2
433714,7834518,E12000003,H,2,1,2,3,2,2,1,1,1,1,1,2,10,4,1
525407,7928660,E12000007,H,1,1,2,5,3,2,1,1,1,2,1,3,4,4,2
391253,7790441,E12000001,H,3,1,1,1,1,1,1,2,1,2,-9,-9,-9,-9,-9
369203,7773301,E12000002,H,5,1,2,2,1,1,1,1,1,1,4,-9,-9,-9,2
557036,7953329,W92000004,H,2,1,1,7,2,2,1,2,1,1,5,2,10,-9,1
480584,7882425,E12000007,H,5,1,2,1,1,1,2,1,1,9,-9,-9,-9,-9,-9
52256,7447268,E12000009,H,3,1,1,3,1,2,1,2,1,2,1,2,10,4,1
369867,7773069,E12000002,H,4,1,1,6,1,2,1,1,1,2,3,9,2,-9,4
320600,7719331,E12000005,H,5,1,2,8,5,2,1,4,1,2,5,6,11,-9,4
523488,7925166,E12000007,H,2,1,1,5,2,2,1,3,4,2,1,9,6,3,3
327625,7730046,E12000005,H,3,1,1,3,1,2,1,1,1,1,1,5,2,4,3
248411,7645962,E12000006,H,1,1,1,6,4,2,1,2,1,2,2,2,3,4,1
